customer_id,first_name,last_name,email,phone,country,city,postcode,created_at,marketing_opt_in,customer_segment,lifetime_value,repeat_customer
1394,Kevin,Greene,joanne85@example.net,001-361-788-8178x602,Montserrat,South Catherine,28989,17-01-2024 12:39,1,SMB,18650.13,0
1395,Samuel,Hull,travisroberts@example.org,631.222.2395,Vanuatu,Smithmouth,27598,03-06-2025 09:12,0,Retail,6699.13,0
1396,Tina,Dennis,laurenpeters@example.com,877.240.7036x665,Afghanistan,Grayberg,21741,17-07-2022 03:00,1,Enterprise,14923.82,1
1397,Melissa,Wilson,kristinnewman@example.org,693-986-8278,Burkina Faso,Greenborough,78973,20-03-2026 04:38,0,Enterprise,17848.1,1
1398,James,Smith,jennifer59@example.com,001-720-566-6048,Bhutan,East Johnny,35185,17-04-2023 13:27,1,SMB,10668.9,0
1399,Yolanda,Meyer,beth81@example.org,346.951.2421x06378,Saudi Arabia,West Angiebury,49818,16-04-2023 07:08,0,SMB,3028.95,1
1400,Connie,Rice,norrisjessica@example.net,(558)359-4219x379,Cote d'Ivoire,Leefurt,44600,08-09-2023 19:30,1,Enterprise,11214.53,1
1401,Tyler,Burns,fpatterson@example.com,359.735.8613x4174,Cyprus,New Deniseport,23983,10-06-2026 18:19,0,Enterprise,6403.77,1
1402,Kristin,Wyatt,jameslawson@example.net,661.250.0111x3915,Gambia,Isaacborough,54594,20-03-2025 20:16,0,SMB,11502.95,1
1403,Victor,Moore,greenbrenda@example.org,208-661-6479,Taiwan,West Tinafort,29883,04-09-2023 18:07,1,SMB,10834.51,1
1404,Doris,Johnson,kaustin@example.com,936.472.0961x023,Jersey,Jeffreyburgh,7989,19-01-2026 04:53,1,Enterprise,1056.6,0
1405,William,Hughes,rpollard@example.com,+1-371-355-7932x770,Pitcairn Islands,Kyleville,61651,19-08-2024 23:04,1,SMB,3620.71,0
1406,Jamie,Stokes,lsmith@example.com,556.788.8861x08597,Macao,Downsfort,77985,14-10-2025 08:04,0,Enterprise,14002.34,0
1407,Maria,Rush,victoriajenkins@example.com,602.763.2767x6596,Maldives,Riosfurt,50965,13-01-2024 22:55,1,Retail,14272.33,0
1408,Lori,Schultz,wgarner@example.com,+1-934-474-5024x0537,Netherlands Antilles,New Jessicahaven,80604,30-09-2023 03:13,0,SMB,11377.4,1
1409,Leslie,Perez,marvin03@example.com,(748)807-8053x833,Mozambique,East Jennifer,16343,05-12-2024 05:50,0,Enterprise,9392.1,0
1410,Richard,James,hortonjoshua@example.org,237.730.4150x6324,Bosnia and Herzegovina,Port Joannaberg,53927,25-08-2023 01:38,0,Enterprise,15341.55,0
1411,Zachary,Booth,bwelch@example.org,246.574.6466,Cuba,South James,75261,11-08-2024 01:07,0,Retail,17228.87,0
1412,Joseph,Rogers,kimberlyerickson@example.net,710-310-2760x7819,India,Tiffanyview,78082,29-07-2025 21:44,0,SMB,3707.89,0
1413,Thomas,Schultz,aprilforbes@example.org,(214)743-5754x78935,Paraguay,South Anthony,61756,19-06-2025 08:25,1,SMB,9093,1
1414,Jessica,Valencia,wcook@example.com,8713812923,Tokelau,New Daniel,25090,14-10-2021 15:35,0,SMB,9599.11,0
1415,Steven,Cox,susan13@example.org,768.370.5807x9106,Turks and Caicos Islands,Port Ronaldton,65507,22-09-2025 02:41,1,SMB,12108.58,1
1416,Tammy,Rose,scott48@example.org,6342857365,Trinidad and Tobago,Natalieberg,63311,04-11-2021 20:04,1,Enterprise,15945.32,1
1417,Willie,Mendez,davidhayes@example.net,664.631.6785,Ethiopia,New Annashire,41847,10-02-2023 10:07,0,SMB,10678.27,0
1418,Jason,Gonzalez,teresajohnson@example.net,(560)252-6990x152,United Arab Emirates,New Stacey,86798,16-07-2026 06:05,0,Enterprise,4911.64,1
1419,Patrick,Robinson,reneehoward@example.com,(440)930-7991x540,Cote d'Ivoire,North David,82808,17-12-2024 04:18,0,Retail,6847.25,0
1420,Jason,Hansen,adam42@example.org,382-206-8204,Montenegro,North Regina,45929,30-07-2024 14:36,0,SMB,11365.86,1
1421,Alyssa,Fletcher,rosehoward@example.com,+1-773-398-2455x381,Mauritania,South Dustin,89432,26-01-2024 07:36,0,Retail,13269.11,1
1422,Kathy,Berg,ifrederick@example.net,(718)752-5576x881,Nauru,East Brianhaven,16745,20-02-2023 00:37,0,Enterprise,16743.13,1
1423,Rodney,Acosta,megan48@example.com,(415)604-8849x1508,France,Josephton,31607,07-06-2026 14:46,0,SMB,11124,0
1424,Anthony,Cantu,xlarson@example.com,(993)955-8810x822,Singapore,Kevinmouth,82759,14-05-2024 09:55,1,SMB,1438.67,1
1425,Sarah,Nelson,mitchellsuarez@example.org,(938)272-4937,Andorra,Brownport,43877,06-10-2025 14:48,0,SMB,6581.79,0
1426,Carol,Mitchell,ashley67@example.com,001-716-562-3956x7125,Guam,East Kimberlychester,59057,21-08-2024 01:31,1,Retail,16349.82,0
1427,Claire,Moody,yturner@example.org,001-327-927-6531x45134,United States of America,North Matthewstad,44592,13-10-2023 06:13,0,Enterprise,16206.3,0
1428,John,Roberts,cindy55@example.com,(816)283-3576,Monaco,Katherineport,97994,08-04-2026 00:31,0,SMB,10648.55,0
1429,Christopher,Shaw,carterchristopher@example.org,(857)885-2197x933,Tuvalu,Port Sharonbury,9488,24-06-2026 05:04,0,Retail,4152.95,0
1430,Barry,Johnston,debbie01@example.org,(458)839-1115x320,Finland,North Cherylborough,90412,11-02-2025 04:36,1,Enterprise,6125.78,0
1431,Jasmine,Shepard,lsanchez@example.org,(503)688-7821,Finland,Stonechester,59851,24-07-2023 00:51,0,SMB,19806.27,0
1432,Richard,Adkins,nicole20@example.net,648.912.4266,Fiji,Lake Lisa,40734,20-03-2025 14:35,0,Enterprise,8113.74,1
1433,Melanie,Scott,katiehubbard@example.com,+1-666-637-9581x877,New Zealand,West Paul,58941,17-11-2023 09:17,1,SMB,18026.46,0
1434,Kevin,Dodson,nochoa@example.net,+1-653-215-5664x239,Western Sahara,Lake Nicholas,76960,16-04-2022 22:42,1,Enterprise,16424.03,0
1435,Melanie,Mcmillan,ladams@example.com,(868)911-8229x2324,Burundi,North Jeremy,27736,20-08-2021 02:03,0,Retail,4743.06,0
1436,Todd,Grant,brian61@example.org,867.748.5783x04559,Peru,Batesstad,60843,02-07-2023 09:50,1,SMB,14249.88,0
1437,Paul,Rhodes,tannermatthew@example.net,(867)564-4943,Chad,Johnsonchester,14574,24-10-2025 12:31,0,Retail,13266.63,0
1438,Suzanne,Kelly,lauren20@example.org,721-386-7471x5203,Norfolk Island,New Tashastad,88407,17-09-2023 22:42,1,SMB,16874.39,0
1439,Linda,Ortiz,youngleslie@example.net,408-914-3229x87663,Paraguay,Port Joshuaborough,27299,21-09-2021 23:54,0,SMB,19949.25,0
1440,Cody,Morales,doyletravis@example.org,(722)291-8457x496,Grenada,South Andrew,24118,15-03-2026 01:05,1,Retail,12985.37,1
1441,Christina,Patterson,phamjason@example.net,204.807.7513,Belarus,New Karenberg,14753,12-07-2024 04:01,0,Enterprise,8762.87,0
1442,Andrea,Bryant,linda37@example.org,373-420-4319x2743,Isle of Man,Jenkinsfurt,6167,14-12-2024 20:13,1,Enterprise,16128.54,0
1443,Jeffrey,Morales,vfaulkner@example.net,8629475552,Wallis and Futuna,North Emily,53609,12-01-2023 22:26,0,Enterprise,12108.37,0
1444,Julie,Thomas,daniel05@example.net,+1-368-870-6905x71121,Korea,Port Henry,32079,25-07-2025 08:17,1,Enterprise,8511.29,0
1445,Lauren,Lopez,kathleenellison@example.org,+1-654-584-9516x5707,Cameroon,Lake Allisonton,19887,23-08-2024 12:13,1,Retail,3756.53,0
1446,Gregory,Vega,ybrady@example.com,+1-251-790-2041x1548,Bolivia,New Jeffreyport,51796,06-11-2023 19:27,0,Enterprise,4773.16,0
1447,Jennifer,Walker,pharris@example.org,575-943-7009x84164,Vanuatu,Johnsonberg,13069,23-08-2024 15:54,0,Enterprise,11548.23,1
1448,Alex,Levy,scott12@example.com,001-892-383-3971x785,Korea,Jacobsstad,5325,22-06-2025 06:22,1,SMB,14112.41,1
1449,Cassandra,Snyder,tammyschroeder@example.org,5105559169,Saint Barthelemy,South Briannafurt,38187,22-07-2024 07:01,0,Enterprise,1647.26,0
1450,Anthony,Guzman,jennifer06@example.com,001-745-225-9357x076,Morocco,Philiptown,61970,15-10-2025 16:09,0,SMB,9325.48,1
1451,Nicole,Flores,denisegriffith@example.com,892-260-2611,Saint Vincent and the Grenadines,North Veronicabury,57649,12-02-2026 00:43,0,Retail,4942.36,0
1452,Briana,Jones,megan08@example.org,+1-970-903-2762x8058,Swaziland,Rosaleston,11593,26-07-2021 14:22,0,Enterprise,1607.73,0
1453,Emily,Marshall,ghunter@example.org,001-956-596-4607,North Macedonia,Suzannestad,51664,25-11-2023 19:50,0,SMB,12280.13,0
1454,Gina,Mooney,edwardgomez@example.org,456.739.7489,Aruba,South Michaelchester,61708,30-04-2026 12:50,0,Retail,9403.93,0
1455,Natasha,Sharp,mfowler@example.com,-9286,Luxembourg,Lawsonstad,81007,20-10-2023 00:30,0,Enterprise,6663.7,0
1456,Diamond,Parker,nathanmunoz@example.net,312.452.0193x0646,Hong Kong,Rodriguezland,75028,16-05-2024 10:51,0,SMB,5819.71,1
1457,Suzanne,Andrews,mikegregory@example.org,+1-913-787-8305x6828,Djibouti,West Megan,23823,11-02-2025 04:12,0,Enterprise,6116.21,0
1458,Hannah,Brown,kimberly74@example.com,511.428.2699x34517,South Georgia and the South Sandwich Islands,East Beth,11341,21-02-2025 10:03,1,Enterprise,9489.55,1
1459,Deanna,Dixon,rebecca03@example.net,+1-647-550-5577x7917,Barbados,Lake Kevin,40059,15-04-2025 03:27,1,SMB,16187.47,0
1460,Jamie,Wright,jonesmark@example.com,2925720948,Hong Kong,Shannonstad,55250,03-04-2024 11:47,1,Retail,2580.09,1
1461,Nicole,Scott,barbararussell@example.com,608.685.5069x439,Spain,North Kristiland,2551,15-02-2023 20:39,0,SMB,2694.15,1
1462,Dustin,Tucker,mgreen@example.com,392-510-1818x896,Cape Verde,West Shane,42569,03-02-2024 03:31,0,Retail,14841.51,0
1463,Allison,Hogan,garciamark@example.com,6344756016,Hungary,West Marilyn,44321,30-04-2023 10:39,0,Enterprise,3065.16,0
1464,Justin,Hays,barrsuzanne@example.org,646-592-2394x07173,Falkland Islands (Malvinas),Reyeston,82319,16-04-2024 03:14,0,SMB,15661.43,1
1465,Marissa,Green,lebrent@example.org,898.510.7951,Guadeloupe,North Jordan,97250,08-06-2024 12:46,1,Enterprise,17247.19,1
1466,Jody,Smith,gabrielschultz@example.com,361-568-0956x41854,Cuba,South Philip,96290,07-04-2022 22:08,1,Retail,11931.1,0
1467,Donald,Peterson,murphyryan@example.com,-6789,Christmas Island,Brittanyburgh,11726,23-08-2021 21:18,0,SMB,15418.84,1
1468,Michelle,Day,santosernest@example.net,+1-848-514-1401x385,Mozambique,West Melissachester,42633,07-07-2026 18:43,0,Enterprise,3387.3,0
1469,Adam,Martinez,lorijohnson@example.com,802-809-8446x9888,Haiti,Amyside,19752,06-11-2022 12:33,0,Retail,12863.11,0
1470,Jacob,Lloyd,wrightpaul@example.net,391-364-4915x32180,Comoros,New Leonardberg,29039,25-06-2025 03:39,1,Retail,9307.1,0
1471,Michael,Poole,paigeyoung@example.org,-5887,Norfolk Island,Port Eric,18777,30-05-2022 12:47,0,Enterprise,4711.54,0
1472,John,Conley,erik86@example.com,9778604293,Russian Federation,Kentport,7291,15-03-2024 10:42,1,SMB,2945.74,0
1473,Jaclyn,Huang,itucker@example.org,2757240033,Timor-Leste,North Haileyfort,19459,15-02-2026 10:27,1,SMB,7670.98,1
1474,Lauren,Brock,melvinwhite@example.com,716-489-3927x6398,Cyprus,Port Andreahaven,76071,14-12-2023 20:42,0,Retail,1992.42,0
1475,Rebecca,Wong,kimberlystevens@example.net,(780)570-4235x73189,Barbados,Lake Ronaldshire,78249,01-03-2023 03:07,1,SMB,12229.19,0
1476,Emily,Curtis,john70@example.com,6706775088,Palestinian Territory,Gonzalezstad,60278,17-02-2023 19:51,1,SMB,5378.4,1
1477,William,Bush,emartinez@example.org,-3347,Fiji,East Rachel,76876,02-10-2024 14:49,0,SMB,9249.12,0
1478,Matthew,Gonzalez,jeannewton@example.net,354-219-6351,Nepal,Jimenezmouth,14559,15-05-2024 13:52,1,Enterprise,11795.05,1
1479,Tiffany,Roman,wperez@example.com,001-690-450-4173x7223,Italy,Bridgesmouth,5683,02-07-2023 08:59,1,Enterprise,19864.64,1
1480,Nicole,Mckenzie,jaypetersen@example.org,(781)671-8993,Peru,Harmonmouth,18723,25-03-2023 23:28,1,Retail,16642.21,1
1481,Chad,Martin,stacy63@example.com,811.449.3310,Dominican Republic,Port Ryanmouth,76714,24-07-2022 09:55,1,Retail,13725.72,0
1482,Emily,Johnson,lisapatel@example.net,4363485100,Macao,West Charles,33639,30-09-2023 13:08,0,SMB,3901.94,1
1483,Amy,West,aprilcompton@example.org,(587)487-3214x99970,Angola,Jacobport,87571,28-09-2021 07:32,1,Enterprise,13149.28,0
1484,Jonathan,Ramsey,kevin10@example.com,(310)504-6010x413,Guadeloupe,Matthewmouth,75372,03-10-2025 06:28,0,Enterprise,2479.71,0
1485,Dean,Le,gabrielleanderson@example.org,+1-956-972-1761x898,Liechtenstein,Alvarezmouth,49137,14-02-2024 09:24,1,Enterprise,2641.65,0
1486,Jeff,Castillo,andersonjason@example.net,989-539-7204,Argentina,Michaelshire,33650,30-01-2022 01:38,0,Enterprise,16073.84,1
1487,Matthew,Mason,brewerkristy@example.net,641.288.0796,Egypt,West Nancymouth,67347,02-04-2024 22:24,1,Retail,5104.05,0
1488,Christine,Meadows,saundersamber@example.com,562.405.4493,Kiribati,Lake Annaview,4576,11-05-2024 08:30,0,Enterprise,9096.2,0
1489,Jeremy,Edwards,amosley@example.org,2717537842,Guinea-Bissau,Jenniferbury,88813,12-01-2025 04:36,0,Enterprise,18072.66,0
1490,Joseph,Giles,colesheila@example.net,001-296-277-8889x221,Korea,Lake Elizabeth,36838,04-04-2024 13:34,1,Retail,15625.59,1
1491,Kayla,Montgomery,ewolf@example.org,(646)317-5780,Western Sahara,Lake Valerieside,56537,21-09-2021 21:05,1,SMB,6686.46,1
1492,Timothy,Boyd,stephanie26@example.org,001-944-970-4986x71101,Slovakia (Slovak Republic),East Johnmouth,61219,06-01-2025 20:06,0,SMB,3599.69,1
1493,Heather,Keller,kristijohnson@example.org,(246)568-9974,Northern Mariana Islands,West Laurenbury,67796,09-12-2021 14:43,0,Retail,12225.52,1
1494,Leah,Ramos,joseskinner@example.org,570-448-1130x1864,Egypt,Port Josephstad,90854,26-05-2022 16:18,0,Retail,10835.61,0
1495,Lisa,Davis,martinmichael@example.org,600.234.3743x2567,Suriname,Jasonberg,41815,05-10-2024 22:39,0,Retail,18256.55,0
1496,Nancy,Powers,davidunderwood@example.com,911-390-2060,Egypt,Banksborough,7416,26-04-2022 13:40,1,Retail,1454.73,0
1497,Michael,Anderson,levinekyle@example.org,+1-867-335-3842x5611,Poland,Elizabethshire,94272,27-10-2021 05:58,0,Retail,17935.42,1
1498,Joseph,Thomas,fergusonmelissa@example.com,637-658-2682x95081,Antigua and Barbuda,Port James,26040,09-03-2024 01:43,0,Retail,13308.89,1
1499,Angela,Watkins,william35@example.net,(988)305-0750,Myanmar,Stokesstad,34481,29-06-2024 17:02,0,SMB,11514.07,0
1500,Rhonda,Howard,jane77@example.com,244.249.6493x0464,Jordan,South Ashleyhaven,18289,18-01-2024 03:23,0,SMB,9588.88,0
1501,Kenneth,Hamilton,xdiaz@example.org,279.638.5460x9121,Anguilla,Moorestad,33699,09-11-2024 19:13,0,Retail,10825.57,1
1502,Jessica,Morrison,davisryan@example.net,+1-332-947-0792x625,French Polynesia,North Gina,7942,21-07-2024 02:49,0,SMB,2468.01,0
1503,David,Brown,karagood@example.net,539-888-4427x8952,Bermuda,Vargasview,75200,23-05-2023 15:36,0,SMB,13652.62,0
1504,Jessica,Rogers,cassandra59@example.com,581.427.3174x271,Thailand,Lake Joshua,3603,23-01-2025 06:09,0,Enterprise,1858.81,0
1505,Jason,Hanna,ihuffman@example.com,(317)464-0404x6551,Micronesia,Hallland,16592,30-11-2022 00:38,0,Retail,16831.57,0
1506,Michael,Pace,amandamorrison@example.org,445.595.2827x6774,Nigeria,West Holly,28946,03-09-2021 23:53,1,Retail,3573.54,1
1507,Lori,Cooley,ylee@example.org,001-278-439-6921x510,Hong Kong,South Scottburgh,9376,28-06-2023 18:49,1,Retail,6012.46,0
1508,James,Burton,stephanie86@example.net,+1-265-537-1557x31052,Bahrain,Walkershire,47864,24-09-2023 11:16,1,Enterprise,7217.26,1
1509,Thomas,Clark,stuarthorn@example.org,729-273-4148,Uganda,Lake Hannah,88298,24-12-2021 07:40,0,Enterprise,3829.82,1
1510,Catherine,Gallegos,foxrobert@example.net,9093072208,Tunisia,Port David,77092,17-09-2024 19:24,1,Enterprise,4807.78,0
1511,Michael,Sanchez,ashley02@example.org,915.799.8751,Kiribati,East Garytown,72695,01-12-2023 06:03,0,Enterprise,6189.23,0
1512,Amanda,Bauer,mercadojustin@example.org,850.924.1300x788,Pakistan,Zacharyfort,43039,05-01-2026 02:18,0,SMB,19333.15,1
1513,Felicia,Morgan,matthewsbailey@example.org,450-949-7236x6946,Christmas Island,Mosesville,71303,09-06-2024 00:16,1,SMB,15766.18,1
1514,Keith,Norris,parkertammy@example.org,+1-684-550-4621x7643,Togo,Danielfurt,59369,08-08-2022 10:25,1,Enterprise,13362.96,0
1515,Tanya,Alexander,velliott@example.net,(485)874-9110x667,French Guiana,New Sethbury,86106,21-09-2023 04:58,0,Enterprise,3021.62,0
1516,Shannon,Carr,jay70@example.org,(449)631-6459,Egypt,Payneview,58224,19-06-2026 15:48,0,Retail,14722.42,0
1517,Kelly,Olson,pauljones@example.net,556.792.6920x327,Singapore,Wilsonstad,51539,25-07-2021 02:13,1,Enterprise,963.74,0
1518,Veronica,Zhang,melissasmith@example.net,001-857-889-5915x32425,Angola,New Ambertown,44232,27-08-2025 13:59,1,Retail,12671.6,0
1519,Lisa,Lewis,wolfejamie@example.org,613-965-3298x568,Tonga,Velasqueztown,97018,19-09-2025 09:09,0,Retail,9150.88,1
1520,Laurie,Simmons,jimenezsheila@example.org,533-870-0491x744,Monaco,Millerfurt,31743,11-10-2025 20:14,0,Retail,2327.88,0
1521,Renee,Ellis,nancyknox@example.com,001-474-605-4586x618,Senegal,Parkerview,22827,28-10-2025 14:48,0,Retail,16098.85,0
1522,William,Khan,kingjessica@example.net,487.326.3492x12233,Germany,North Stevenville,28238,12-09-2025 22:37,0,Enterprise,13584.04,1
1523,Dorothy,Smith,stacy45@example.com,871.554.1766x045,Morocco,North Richardport,49074,20-09-2022 05:21,0,Enterprise,10940.4,1
1524,Denise,Vasquez,zwalton@example.com,766.464.7608x5208,Namibia,Collinsmouth,24755,14-04-2025 03:13,0,Retail,15296.35,0
1525,Travis,Brown,lmoreno@example.net,272.875.4422x06185,Tuvalu,New Margaret,61765,20-02-2022 22:43,1,Retail,5514.17,0
1526,Deanna,Reynolds,austin67@example.org,366-539-0321x4303,Montenegro,East Lori,10853,07-07-2023 20:45,1,SMB,11090.48,0
1527,Sandra,Owen,elizabeth65@example.com,385.758.7552x45296,Belarus,Jamesmouth,33655,18-06-2022 15:36,0,Retail,2710.75,0
1528,Shawn,Mckay,loganpineda@example.net,-5264,Turkey,Lake Valerie,71621,26-06-2024 22:17,0,SMB,15564.35,1
1529,Michael,Mcclure,ebeck@example.com,+1-682-856-0199x9162,Vietnam,Cynthiachester,92733,07-06-2026 13:18,0,Retail,194.12,0
1530,Brittany,Long,derrick85@example.org,397.236.7990x1027,Philippines,Melissaberg,1684,20-12-2022 21:40,0,Enterprise,17743.96,0
1531,Amber,Guerrero,craiganderson@example.com,+1-219-304-5624x4622,India,Ronaldborough,83360,20-02-2023 06:29,0,SMB,13862.55,1
1532,Carolyn,Duke,benjamin24@example.org,001-726-725-3814x0307,Western Sahara,Cameronview,21423,19-07-2023 05:49,0,Enterprise,9035.86,1
1533,Donald,Campbell,jake50@example.com,950-293-3280x999,Burundi,Josephport,27005,22-01-2022 23:40,1,Enterprise,800.54,1
1534,Andrew,Harvey,qwashington@example.net,(835)732-7737,Guam,Scottland,57854,09-04-2022 21:13,0,Retail,12562.47,0
1535,Scott,Alvarez,matthewcollins@example.org,471-626-6615x3939,Christmas Island,Zimmermanberg,9541,15-08-2022 23:54,1,Retail,11176.32,1
1536,Brian,May,nicolerivas@example.org,+1-639-906-2798x9582,Lebanon,East Janet,74552,24-06-2024 18:21,0,Retail,12397.47,0
1537,Marie,Morrison,walkersamantha@example.net,+1-612-475-9395x571,Belize,South Shelbyburgh,23736,18-02-2022 15:37,0,Enterprise,4424.56,0
1538,Martha,Mccarthy,carly00@example.net,843-364-3644x432,El Salvador,East Hannah,93240,28-10-2021 22:49,0,SMB,1108.73,1
1539,Crystal,Ford,fredericksmall@example.com,(383)252-7808x7857,Netherlands,East Amber,49277,08-08-2021 17:36,1,SMB,9975.42,1
1540,Benjamin,Williams,lamelizabeth@example.org,+1-325-986-7754x6586,Chad,Tamaratown,32132,25-05-2023 00:28,0,Retail,12914.97,1
1541,Joshua,Fisher,jeffreyjoseph@example.com,(768)941-5463x517,Costa Rica,Teresaland,67960,01-01-2024 09:04,0,SMB,12355.55,0
1542,Daniel,Daniel,rfoster@example.com,(795)496-5600x337,Cocos (Keeling) Islands,Doylehaven,34093,28-08-2024 02:14,0,Retail,14821.32,0
1543,Christopher,Elliott,taraanderson@example.org,001-845-257-9537x2376,Faroe Islands,West Douglaschester,40725,23-09-2022 12:22,1,Retail,9726.97,1
1544,Brian,Montgomery,ewilliams@example.org,522.498.2109x3524,Chad,Antonioport,74919,12-05-2023 10:58,0,Enterprise,8924.18,0
1545,Rachael,Hawkins,murrayryan@example.net,+1-295-239-0878x34767,Zambia,Wagnerport,40274,22-11-2024 01:38,0,Enterprise,13553.21,1
1546,Ryan,Myers,gwendolyn36@example.net,2947386825,Grenada,West Kristin,56491,07-12-2024 23:04,0,SMB,4594.25,1
1547,Ashley,Sparks,wjames@example.org,425.972.7346,Azerbaijan,Taylorborough,88577,11-12-2022 17:27,0,Retail,7541.87,1
1548,Jon,King,gbutler@example.org,(814)996-1806x862,Western Sahara,West Teresa,79677,04-08-2023 05:13,0,SMB,1134.07,0
1549,Pamela,Molina,christopher69@example.net,261-334-4088x33183,Indonesia,West Taylor,77258,16-09-2023 06:34,1,Enterprise,9127.07,0
1550,Linda,Brewer,troysnyder@example.org,+1-798-401-2201x6318,Antarctica (the territory South of 60 deg S),Lake Ericshire,13530,13-02-2022 04:51,1,Enterprise,3923.39,0
1551,Edwin,Jones,johnmckenzie@example.net,001-331-840-9821x27023,Liberia,North Martha,24478,19-08-2024 21:30,1,SMB,2587.87,0
1552,Cassandra,Merritt,connormejia@example.com,+1-556-490-0019x1765,Wallis and Futuna,Melissahaven,31756,30-06-2024 18:52,1,Retail,2266.63,0
1553,Vickie,Mueller,ewilson@example.com,974-469-1170x8702,Martinique,North Megan,7477,23-09-2023 14:19,0,SMB,4436.08,1
1554,Cindy,Douglas,callahanamy@example.net,249.212.3216,Holy See (Vatican City State),East Joseph,10472,08-12-2021 07:28,1,Enterprise,19057.56,0
1555,Jesus,Vega,jacob76@example.org,(620)421-3116x795,Marshall Islands,East Pamela,65264,10-03-2026 03:04,0,Enterprise,17107.33,1
1556,Craig,Todd,hgriffin@example.org,(678)462-9025x15386,Jersey,Halltown,22866,07-10-2021 03:03,0,SMB,17250.87,1
1557,Billy,Berry,webblindsay@example.com,604.305.3198,Bahamas,Anthonymouth,42408,30-12-2022 05:03,0,SMB,5619.46,0
1558,Allison,Shaw,amygutierrez@example.com,503.278.4679x700,Pakistan,Longport,5788,24-07-2021 17:42,0,Retail,4994.24,0
1559,Sarah,Hall,jennifer01@example.com,(472)279-7328,British Indian Ocean Territory (Chagos Archipelago),East Alex,14648,06-06-2024 02:43,1,Enterprise,18927.73,0
1560,Karen,Brown,jonathansimmons@example.org,(780)319-9050x2406,Bahrain,Littleview,62710,22-04-2022 03:53,0,SMB,19604.67,1
1561,Jennifer,Murray,wnelson@example.com,001-268-986-3124,Saint Pierre and Miquelon,West Cynthiaside,90251,14-03-2022 18:56,0,Enterprise,720.73,0
1562,Shelby,Daniels,rayrobin@example.org,001-845-267-6776x19524,Bhutan,Williamsberg,12894,22-03-2022 21:33,0,Enterprise,16434.76,0
1563,Robert,Rivera,dberg@example.org,(923)480-4534,Kazakhstan,Sandovalmouth,25351,14-05-2025 04:58,1,Enterprise,15073.92,0
1564,Brian,Lowery,amandawarren@example.net,935.287.2729x9335,Central African Republic,Anthonybury,75910,21-10-2022 18:40,0,Retail,2697.6,1
1565,Richard,Henderson,katie48@example.com,327-839-8356x523,Panama,Sullivanberg,62540,26-10-2025 10:15,0,Retail,367.81,0
1566,Matthew,Hooper,mariavincent@example.org,(320)716-6334x0142,Indonesia,West Nicole,45507,28-08-2023 23:08,1,SMB,17165.55,0
1567,Teresa,Perry,hjackson@example.net,(523)635-7044x45514,Tunisia,Sarahland,10658,17-01-2023 15:41,1,SMB,9302.02,1
1568,Tanner,Baker,kelly95@example.com,+1-742-318-8424x6381,Central African Republic,North Tiffanychester,36298,08-06-2022 13:54,0,Retail,15807.68,0
1569,Darlene,Thompson,donna42@example.net,+1-987-724-7353x998,Serbia,West Johntown,8516,19-09-2025 10:11,0,Enterprise,77.2,0
1570,Leslie,Wilson,tina18@example.org,579-323-0578x245,Anguilla,East Johnport,31776,29-06-2025 09:33,1,Enterprise,6691.48,1
1571,Amanda,Becker,tcase@example.org,001-801-546-0669x6106,San Marino,Gentryville,19773,10-08-2025 21:50,0,SMB,13976.2,0
1572,April,Henry,cruzalbert@example.org,001-347-815-9011x25023,Aruba,West Kathleenburgh,63493,30-01-2022 23:32,0,Retail,15764.45,1
1573,Angela,Shepherd,gmccormick@example.org,+1-721-220-8614x9842,Thailand,Montgomeryfurt,81488,11-12-2022 09:16,0,Enterprise,18648.25,0
1574,William,Green,huynhdeborah@example.com,944-424-6073,Egypt,Jonesstad,76367,22-05-2025 22:21,0,SMB,17765.16,1
1575,Gene,Bush,jodi94@example.com,976-937-9829x30557,Palestinian Territory,South Scott,2580,02-09-2024 13:43,1,Enterprise,865.44,0
1576,Larry,Garrett,woodjeffery@example.com,001-481-750-4390x3560,Seychelles,Montgomeryfurt,56276,12-07-2025 20:19,0,Enterprise,1386.77,0
1577,Melissa,Barnes,kyle76@example.org,851.621.0184x2622,Taiwan,Robinhaven,3560,01-09-2021 10:00,1,SMB,4810.72,1
1578,Melissa,Reed,bruce59@example.net,956.953.5243,Serbia,Benjaminmouth,95231,26-08-2022 12:05,0,Enterprise,17429.07,0
1579,Samantha,House,stephen37@example.com,-3760,Kuwait,North Donnamouth,22769,02-02-2025 06:01,0,Retail,6443.25,0
1580,Melissa,Chapman,christinehart@example.com,723-696-7499x90203,Argentina,Smithside,34871,18-11-2022 19:59,0,SMB,5579.05,1
1581,Matthew,Klein,justinperry@example.net,675-838-5139x76352,Barbados,Davidchester,98521,21-04-2022 04:26,1,SMB,10053.93,0
1582,Andrew,Brown,donald63@example.org,461-818-9787x372,United Arab Emirates,Wendyborough,86878,19-12-2022 05:16,0,Enterprise,13582.25,0
1583,Heather,Williams,josephchloe@example.com,660-633-3085,Benin,Johnchester,7607,26-05-2023 11:07,1,Enterprise,7394.51,0
1584,Erica,Mccoy,christopherruiz@example.net,-11078,Wallis and Futuna,Loganmouth,31980,29-01-2023 02:13,0,Retail,3807.65,0
1585,Matthew,Finley,wcollins@example.com,290-434-8195x43511,Hong Kong,New Leslie,27426,29-01-2025 03:42,1,SMB,17964.02,1
